description,dpl_tag
Investment property impairment reversed – 2024,DPL020
Sterling Group – managed services contract – May,DPL049
IAS 36 annual impairment test charge – Western Trading Ltd – 2024,DPL028
FX loss on USD settlement – AP EXP-69538,DPL043
Dividend income from European Division – Mar 2025,DPL030
Derivative asset fair value UPLIFT – Dec 2026,DPL013
Residual cost – unclassified – Jul,DPL074
Equity investment write-down – Eastern Region Ltd – October,DPL027
Fair value LOSS on cross-currency swap – June 2026,DPL014
Software subscription – Salesforce – Dec 2025,DPL063
NatWest current account interest income – March,DPL006
Loan note interest INCOME – 2025,DPL075
Accretion INCOME – finance receivable – 2024,DPL058
Product liability insurance – QBE – 2025,DPL033
Management fee recharge from Holdco Group – Sep 2026,DPL034
Recruitment fees – Marketing – 2025,DPL048
Management fee recharge from Shared Services Co – Dec 2026,DPL034
Bonded warehouse charges – Mar,DPL069
Dairy herd biological asset revaluation – June 2025,DPL019
Residual finance INCOME – Jul 2025,DPL058
Mileage claim – INV-45183 – Apr,DPL065
Release of restructuring provision – May 2024,DPL018
Change in finished goods inventory – July 2026,DPL032
Trade mark licence payment – Innovation Licensing Corp – 2026,DPL060
Referral commission paid – EXP-29327,DPL012
SWIFT transfer charges – April,DPL005
Finance INCOME – vendor loan receivable – 2025,DPL058
Bank interest credited – Mar 2024,DPL006
EXP-93880 – Moore Kingston Smith audit services FY2023,DPL003
Finance transformation advisory – AP-35024,DPL009
Non-trading gain before tax – June 2026,DPL044
Sundry other expense – Operations – 2025,DPL074
Other residual finance COSTS – 2023,DPL057
Environmental penalty – HSE – Mar,DPL015
Late payment penalty – EXP-73579,DPL015
Badwill credit – Asia Pacific Holdco acquisition – 2025,DPL023
IAS 29 hyperinflation adjustment – NOK functional currency – 2023,DPL026
Expense capitalised to work in progress – January 2026,DPL042
COVID-19 resilience grant – 2023,DPL072
REF-30978 – R&D materials and testing,DPL056
Input VAT – non-deductible – July 2023,DPL036
IP legal costs – Ashurst – Oct 2024,DPL038
Change in finished goods inventory – Jul 2026,DPL032
Off payroll worker fees – IR35 – January 2024,DPL070
Non-bank interest CHARGE payable – November 2026,DPL076
INV-70153 – Cleaning contractor – Elmwood Associates,DPL008
SaaS subscription – Google Cloud – March 2026,DPL037
IT support recharge from parent – December,DPL034
Hedging instrument GAIN – credit default swap – 2025,DPL013
R&D project costs – Phoenix – Mar 2024,DPL056
Investment property uplift – PO-88864 – 2026,DPL020
Tax provision adjustment – Dec 2023,DPL031
Political party subscription – Reform UK – 2026,DPL053
Elmwood Associates – managed services contract – January,DPL049
Group pension scheme payments – Dec 2025,DPL052
Data storage costs – Cisco – January,DPL037
Environmental permit fees – Environment Agency – 2026,DPL011
One-off non-operating gain – January 2024,DPL044
EXP-93095 – Hiscox – property insurance,DPL033
Northfield Services – managed services contract – Sep,DPL049
Warranty provision utilisation – Mar 2023,DPL018
Defined benefit pension scheme – service cost – July 2025,DPL051
Time value of money charge – onerous contract provision – 2026,DPL067
Security patrol costs – Edinburgh branch – June,DPL061
Unallocated other costs – September 2026,DPL074
Catapult Innovation Fund grant income – Jun 2025,DPL024
Fundraising event costs – British Heart Foundation – Jan,DPL007
Agent commission – Jul 2024,DPL012
IAS 40 fair value gain on property portfolio – 2026,DPL020
Interest charged on JP Morgan overdraft – Oct,DPL035
Overdraft interest charge – Standard Chartered – November 2026,DPL035
Revenue cost reclassified to capital – AP-56289,DPL042
Redwood Partners – Strategy consulting services – Oct 2024,DPL009
Off payroll worker fees – IR35 – Feb 2024,DPL070
Online data subscription – Sage – 2026,DPL063
IFRS 16 right-of-use asset impairment – 2026,DPL029
Hedging instrument GAIN – total return swap – 2024,DPL013
Courier and express delivery – Mar 2024,DPL016
FX loss on USD settlement – AP PO-96860,DPL043
Consulting fee income – Atlas Holdings – REF-81013,DPL066
Introducer fee – Redwood Partners – 2025,DPL012
Loan receivable write-off – AP-91798,DPL039
Client dinner – Solaris Inc – Feb,DPL041
Non-recoverable VAT charge – Mar 2023,DPL036
Development cost capitalisation – Dec,DPL042
HVAC system maintenance – Birmingham site – 2025,DPL047
Staff medical benefit – Jun,DPL048
Facilities cleaning – Sheffield site – June,DPL008
Subscription revenue – Jan 2023,DPL066
Access control system maintenance – 2026,DPL061
Realised foreign exchange loss – JNL-67335,DPL043
venture capital trust fair value INCREASE – Jul 2026,DPL013
PPE impairment reversal – Nottingham office – 2024,DPL029
JP Morgan current account interest income – May,DPL006
In-specie transfer of hedge fund to shareholders – 2023,DPL040
Campaign contribution – Conservative Party – 2023,DPL053
Intangible asset disposal gain – REF-92921,DPL021
Discount unwind – long-term provision – 2023,DPL067
Late payment penalty – PO-32018,DPL015
Depreciation – office furniture and equipment – Nov 2025,DPL010
Payroll run – Nov 2024 – Facilities,DPL068
Fair value LOSS on equity option – Sep 2026,DPL014
Loan receivable write-off – PO-43174,DPL039
Furlough claim receipt – HMRC – September,DPL071
Irrecoverable VAT on entertainment – Jul,DPL036
Overseas travel – Sep 2025,DPL065
Foreign exchange revaluation gain – Nov 2023,DPL043
CJRS furlough grant received – April 2025,DPL071
Trade mark licence payment – Patent Holder Ltd – 2026,DPL060
Investment property uplift – PO-65353 – 2023,DPL020
Warehouse impairment charge – Cardiff branch – 2024,DPL029
Environmental impact assessment – Redwood Partners – 2024,DPL011
Export grant credit – Business Investment Grant,DPL024
Product sales – Sales – May 2025,DPL066
Business insurance – Beazley – Mar 2025,DPL033
Sundry operating income – Jul,DPL045
Election campaign donation – 2024,DPL053
VAT blocked – business entertainment – Mar,DPL036
IFRS 3 day-one bargain purchase gain – Northern Division – 2024,DPL023
Onerous contract provision change – Jan,DPL018
IAS 29 hyperinflation adjustment – AUD functional currency – 2024,DPL026
IP legal costs – Ashurst – November 2025,DPL038
Loan receivable write-off – JNL-85594,DPL039
Doubtful debt provision charge – 2023,DPL004
Political donation – Reform UK – 2024,DPL053
Facilities cleaning – Glasgow office – Dec,DPL008
IFRS 5 discontinued operations gain – US Operations Inc – 2026,DPL017
Loan receivable write-off – JNL-97198,DPL039
Amortisation charge – AP-22269 – intangible assets – 2024,DPL002
Residual finance COSTS – February 2024,DPL057
Agent commission – February 2024,DPL012
Interest CHARGE on shareholder loan – May 2026,DPL076
IT support recharge from parent – Nov,DPL034
CA 2006 s.366 political donation – SNP – 2025,DPL053
Dairy herd biological asset revaluation – September 2026,DPL019
Excess fair value recognised in P&L – US Operations Inc – 2025,DPL023
Sale of IT equipment – gain/(loss) – JNL-46697,DPL022
Leasehold rent – Edinburgh branch – 2026,DPL055
Monthly depreciation charge – plant and machinery – Dec 2026,DPL010
Finance transformation advisory – PO-47895,DPL009
Regulatory fine – HMRC – 2025,DPL015
Intangible asset disposal gain – JNL-54490,DPL021
Current tax charge – 2025 return,DPL031
Employee redundancy payments – January 2026,DPL059
Realised foreign exchange loss – JNL-41533,DPL043
Gain on derecognition – discontinued operations – Asia Pacific Holdco – 2024,DPL017
Capital grant amortisation – December 2023,DPL024
Off payroll worker fees – IR35 – Nov 2023,DPL070
Cybersecurity software – annual licence – 2025,DPL037
ERP system amortisation – Salesforce – June 2025,DPL002
Business transformation consulting – Feb 2025,DPL009
PO-52165 – IT support contract – Oracle,DPL037
Non-bank interest CHARGE – Holdco Ltd – 2025,DPL076
Depreciation – office furniture and equipment – Mar 2023,DPL010
Deep clean – Leeds depot – March,DPL008
RSU vesting expense – Feb 2024,DPL062
PAYE payroll cost – Feb 2025,DPL068
Client entertainment – January 2026,DPL041
First aid training – staff – December,DPL025
JNL-61541 – Legal advisory fees – DLA Piper,DPL038
Foreign exchange revaluation gain – December 2025,DPL043
Decommissioning provision re-measurement – 2026,DPL018
Non-bank finance CHARGE – Feb 2024,DPL057
Contract penalty charge – EXP-90635,DPL015
Other operating income – service recharge – January,DPL045
Sale of IT equipment – gain/(loss) – EXP-70082,DPL022
R&D staff costs – Operations – Apr,DPL056
Intra-group interest INCOME – Holdco Ltd – Dec,DPL075
Property impairment charge – Nottingham office – 2026,DPL029
ERP system amortisation – ServiceNow – November 2024,DPL002
IAS 36 PPE impairment – Manchester office – 2025,DPL029
Off payroll contractor cost – JNL-93524,DPL073
Employee benefits expense – July 2025,DPL048
Print room costs – Nottingham office – 2023,DPL054
Patent licence royalties – March,DPL060
Referral commission paid – AP-21804,DPL012
Sundry charges – 2024,DPL074
General administration overhead – HR – 2024,DPL046
Amortisation of software licence – Nov 2025,DPL002
DC pension employer contribution – Legal – Nov,DPL052
Off payroll working costs – Procurement – January,DPL073
Net profit on disposal – Southern Operations – discontinued – 2025,DPL017
Cumulative price index restatement – Western Trading Ltd – 2023,DPL026
Non-cash dividend – Southern Operations shares – 2024,DPL040
Leasehold rent – Leeds depot – 2026,DPL055
Environmental penalty – Ofgem – September,DPL015
INV-63687 – Facility repair costs – Global Services Inc,DPL047
Donation to Labour Party – disclosed in accounts – 2026,DPL053
Interest on term deposit – Bank of America – Aug,DPL006
IFRS 16 lease liability – interest and depreciation – April,DPL055
Residential investment property fair value loss – 2024,DPL020
Non-trading gain before tax – Mar 2024,DPL044
Realised foreign exchange loss – REF-42044,DPL043
IFRS 5 discontinued operations gain – Western Trading Ltd – 2024,DPL017
H&S training costs – January 2026,DPL025
Amortisation – customer relationship intangible – 2024,DPL002
Global Services Inc – managed services contract – September,DPL049
Pension scheme contribution – defined benefit – August,DPL051
Loan written off – Southern Operations – 2026,DPL039
JNL-40958 – Grant Thornton audit services FY2024,DPL003
JNL-61660 – Broadband and telephony – AT&T,DPL064
Interest INCOME on inter-company balance – Jan 2025,DPL075
JNL-36679 – IT support contract – Dell Technologies,DPL037
Group pension scheme payments – Sep 2025,DPL052
Defined benefit pension scheme – service cost – May 2023,DPL051
Warehouse storage charges – Jan 2024,DPL069
Own labour – asset construction – 2026,DPL050
Training and development – Facilities – 2026,DPL048
Dividend income from US Operations Inc – Feb 2023,DPL030
Capital grant amortisation – Dec 2024,DPL024
Windfall non-operating settlement – 2026,DPL044
Depreciation – office furniture and equipment – August 2023,DPL010
Air freight charges – JNL-16806 – May,DPL016
Loss on exit of Western Trading Ltd business – post-tax – 2024,DPL017
Investment property revaluation gain – Dec 2025,DPL020
AP-42070 – Third party storage – Agility,DPL069
Gross wages – HR – Sep 2024,DPL068
Training and development – Finance – 2026,DPL048
Recruitment fees – Sales – 2025,DPL048
First aid training – staff – January,DPL025
Sporting event hospitality – November 2023,DPL041
Sundry operating income – July,DPL045
SaaS subscription – Workday – Mar 2026,DPL037
Operating income – reimbursement received – PO-68249,DPL045
Other finance INCOME – Dec 2023,DPL058
Facilities management outsourcing – Summit Consulting,DPL049
Made Smarter grant grant income – May 2023,DPL024
Loan written off – JV Entity – 2025,DPL039
CJRS furlough grant received – June 2025,DPL071
Derivative liability fair value CHARGE – Aug 2024,DPL014
Referral commission paid – EXP-55696,DPL012
Business insurance – Hiscox – February 2024,DPL033
Road haulage – TNT – May,DPL016
Expense capitalised to work in progress – November 2026,DPL042
Dividend income from Subsidiary A – January 2025,DPL030
Broker commission expense – March,DPL012
Present value unwinding – environmental remediation provision – July 2024,DPL067
JNL-21842 – Security contractor – Horizon Partners,DPL061
Campaign contribution – Liberal Democrats – 2025,DPL053
Client dinner – Meridian PLC – December,DPL041
EXP-72126 – Facility repair costs – Apex Services,DPL047
Profit on disposal of motor vehicle – REF-53223,DPL022
Amortisation charge – JNL-41608 – intangible assets – 2025,DPL002
Coronavirus job retention scheme income – 2026,DPL071
Investment property uplift – PO-78808 – 2024,DPL020
Amortisation – acquired order backlog – 2025,DPL002
Hyperinflationary economy restatement – Subsidiary A – 2025,DPL026
Off payroll worker fees – IR35 – Feb 2025,DPL070
International call charges – August,DPL064
Mileage claim – REF-87522 – January,DPL065
Licence fee income – Acme Corp – 2025,DPL066
Bank interest credited – May 2025,DPL006
PR agency fees – March 2023,DPL001
"Debt interest expense – EUR 339,237 facility – 2023",DPL035
Hardware maintenance – R&D servers,DPL037
Property investment revaluation surplus – 2023,DPL020
Professional body membership – September 2025,DPL063
Finance lease RECEIVABLE interest INCOME – Mar 2026,DPL058
Sale of IT equipment – gain/(loss) – PO-18839,DPL022
Non-trading gain before tax – Mar 2023,DPL044
Sundry costs – catch-all – Facilities – 2025,DPL074
Investment property revaluation gain – March 2024,DPL020
Operating income – reimbursement received – INV-20013,DPL045
Intangible asset disposal gain – REF-98655,DPL021
Net profit on disposal – European Division – discontinued – 2025,DPL017
Sundry other expense – Operations – 2026,DPL074
Corporate mobile plan – IT – September,DPL064
REF-55257 – Digital marketing services,DPL001
IFRS 5 discontinued operations gain – JV Entity – 2023,DPL017
Stationery purchase – Apex Services – 2025,DPL054
Financial instrument MTM GAIN – FX forward contract – Jun,DPL013
Dividend income from Northern Division – Jul 2024,DPL030
Present value unwinding – dilapidation provision – July 2026,DPL067
SWIFT transfer charges – Nov,DPL005
Client dinner – Apex Group – February,DPL041
Operational consultancy – Lakeside Corp – Apr,DPL009
Outsourced payroll processing fees – Oct 2024,DPL049
Licence fee for use of patented process – 2024,DPL060
Non-recurring income – 2024,DPL044
Financial instrument MTM LOSS – currency option – Jul,DPL014
H&S training costs – Dec 2024,DPL025
Intangible asset disposal gain – PO-91931,DPL021
IAS 29 general price level adjustment – 2023,DPL026
Miscellaneous other cost – Redwood Partners – Nov,DPL074
Fixed asset disposal proceeds – net – 2024,DPL022
Building security services – November 2026,DPL061
Long-term incentive plan (LTIP) charge – 2025,DPL062
Non-business VAT apportionment – 2024,DPL036
Corporate hospitality costs – Oct,DPL041
Mileage claim – EXP-66738 – July,DPL065
Grant Thornton management consulting – Vertex project,DPL009
Stationery purchase – Pinewood Ltd – 2024,DPL054
Warehouse lease payment – January 2024,DPL055
Premises and operational admin expense – 2025,DPL046
Internal resources capitalised – Project Zeta – May 2023,DPL050
Asset distribution to shareholders – 2025,DPL040
Intangible asset disposal gain – REF-54079,DPL021
Stock build – seasonal demand – July,DPL032
Donation disclosed under CA 2006 – Labour Party – 2024,DPL053
Change in finished goods inventory – Nov 2026,DPL032
AP-45188 – Facility repair costs – Summit Consulting,DPL047
Subsistence expenses – Operations – September,DPL065
EXP-32180 – Aviva – property insurance,DPL033
Asset impairment charge – Finance equipment – 2025,DPL029
Realised fair value GAIN on equity option – 2023,DPL013
Office closure costs – Manchester office – 2024,DPL059
Loan written off – Southern Operations – 2025,DPL039
Workplace pension – Aug 2025,DPL052
Commercial property revaluation gain – Reading HQ,DPL020
Environmental permit fees – CMA – 2024,DPL011
Licence fee income – Solaris Inc – 2024,DPL066
RSU vesting expense – September 2025,DPL062
Profit on disposal of motor vehicle – EXP-42730,DPL022
Other finance INCOME – Feb 2026,DPL058
Environmental monitoring and reporting expense – 2023,DPL011
Fixed line rental – O2 – 2026,DPL064
Training and development – Operations – 2025,DPL048
Warehouse storage charges – January 2025,DPL069
Residual finance INCOME – October 2025,DPL058
Fixed line rental – Virgin Media – 2026,DPL064
Revenue cost reclassified to capital – PO-13081,DPL042
Non-bank interest RECEIVABLE – NewCo Ltd – 2024,DPL075
"Import freight costs – GBP 19,444",DPL016
Outsourced IT support – Mar 2023,DPL049
IR35 deemed employee cost – JNL-28785 – 2024,DPL073
Dairy herd biological asset revaluation – Sep 2026,DPL019
Equity investment write-down – Southern Operations – March,DPL027
In-specie dividend – commercial property – 2026,DPL040
Non-recoverable VAT charge – August 2024,DPL036
Overdraft interest charge – NatWest – Mar 2024,DPL035
Management consultancy fees – AP-67525,DPL009
Defined benefit pension scheme – service cost – December 2024,DPL051
Intangible asset disposal gain – PO-24033,DPL021
PR agency fees – October 2025,DPL001
Office supplies and administration costs – Jul 2024,DPL046
Profit on disposal of motor vehicle – EXP-86670,DPL022
Intangible asset disposal gain – INV-17389,DPL021
Risk assessment costs – Lakeside Corp,DPL025
Office supplies printing – EXP-88320,DPL054
Outsourced HR services – Feb 2026,DPL049
IR35 deemed employee cost – INV-36322 – 2024,DPL073
Input VAT – non-deductible – Aug 2026,DPL036
Non-trading gain before tax – May 2025,DPL044
FVTPL asset revaluation GAIN – private equity fund – 2024,DPL013
Negative goodwill released – JV Entity acquisition – 2023,DPL023
Net assets exceed acquisition price – negative goodwill – 2025,DPL023
Share award charge – R&D – 2026,DPL062
Non-bank finance CHARGE – Feb 2023,DPL057
Corporate mobile plan – HR – Sep,DPL064
H&S training costs – Jun 2024,DPL025
HSE late filing penalty – 2026,DPL015
Off payroll revenue – PO-99860 – 2025,DPL070
Air freight charges – PO-13232 – April,DPL016
PO-99424 – Security contractor – Sterling Group,DPL061
Operational consultancy – Nexus Group – Jul,DPL009
Recruitment fees – Operations – 2026,DPL048
Influencer marketing costs – Dec,DPL001
Service charge – Leeds depot – January,DPL055
Online data subscription – Dun & Bradstreet – 2024,DPL063
Software impairment loss – ServiceNow – 2024,DPL028
EXP-62730 – Security contractor – Nexus Group,DPL061
Deemed employment income – IR35 – November 2023,DPL070
Inter-company IT service recharge – June,DPL034
Online data subscription – Sage – 2024,DPL063
AP-85217 – Deloitte audit services FY2023,DPL003
Patent amortisation charge for period ending 2026,DPL002
Product sales – HR – December 2023,DPL066
Technology licence fee – Patent Holder Ltd – Mar,DPL060
Non-cash dividend – European Division shares – 2026,DPL040
Sundry operating income – Jun,DPL045
Residual finance INCOME – Apr 2023,DPL058
Intangible asset disposal gain – PO-46270,DPL021
Provision discount unwind – onerous contract provision – 2025,DPL067
Unrealised LOSS on currency option – Nov 2026,DPL014
Restructuring provision charge – 2026,DPL059
Donation disclosed under CA 2006 – Conservative Party – 2023,DPL053
Warehouse storage charges – Aug 2026,DPL069
Release of restructuring provision – September 2023,DPL018
Late payment penalty – PO-84012,DPL015
Blocked input tax – exempt supplies – 2026,DPL036
Warranty provision utilisation – Aug 2023,DPL018
Discount unwind – long-term provision – 2024,DPL067
IP royalty – PO-75236 – 2026,DPL060
Distribution in kind – Northern Division equity – 2023,DPL040
EXP-72547 – RSM audit services FY2024,DPL003
Interest on term deposit – RBS – Apr,DPL006
Warehouse impairment charge – London HQ – 2026,DPL029
Intangible asset disposal gain – AP-12421,DPL021
Software subscription – Dell Technologies – October 2026,DPL063
DC pension employer contribution – IT – November,DPL052
KTP award grant income – Jan 2026,DPL024
Print room costs – Reading HQ – 2024,DPL054
UKRI grant grant income – Jul 2023,DPL024
Referral commission paid – INV-55287,DPL012
PR agency fees – July 2024,DPL001
Environmental penalty – PRA – November,DPL015
IAS 29 restatement of non-monetary assets – 2025,DPL026
Sales commission – external agent – Feb 2024,DPL012
SaaS subscription – AWS – July 2024,DPL037
PV unwinding – onerous contract provision – 2023,DPL067
Late payment penalty – INV-74342,DPL015
Warehouse storage charges – Jun 2026,DPL069
Interest on Deutsche Bank term loan – 2024,DPL035
Sale of US Operations Inc business unit – post-tax gain – 2023,DPL017
Mobile phone contract costs – Aug 2023,DPL064
Sale of Asia Pacific Holdco business unit – post-tax gain – 2023,DPL017
Software development costs amortised – May 2025,DPL002
Cold storage facility costs – November,DPL069
Loan receivable write-off – REF-45528,DPL039
Capitalised internal engineering costs – October,DPL050
Intercompany loan written off – Holdco Ltd – 2024,DPL039
Corporate social responsibility donation – November 2026,DPL007
General admin overhead charge – Mar,DPL046
IFRS 5 discontinued operations gain – Asia Pacific Holdco – 2026,DPL017
Property maintenance charge – London HQ,DPL047
Warehouse impairment charge – Edinburgh branch – 2024,DPL029
Postage and courier costs – November 2024,DPL054
Safety equipment purchase – Facilities,DPL025
Gain on derecognition – discontinued operations – Asia Pacific Holdco – 2023,DPL017
Interest on term deposit – Wells Fargo – Sep,DPL006
CGU tangible asset impairment – European Division – 2023,DPL029
Hyperinflationary adjustment – overseas subsidiary – 2026,DPL026
Professional services income – Aug 2025,DPL066
Pinewood Ltd – Strategy consulting services – December 2024,DPL009
REF-12479 – Service income – Titan Industries,DPL066
Equity investment write-down – European Division – November,DPL027
Off payroll contractor cost – PO-25349,DPL073
Derivative liability fair value CHARGE – January 2025,DPL014
Travel reimbursement – employee expense claim – JNL-71531,DPL065
Interest on term deposit – Bank of America – March,DPL006
Environmental permit fees – Ofgem – 2024,DPL011
Software impairment loss – Google Cloud – 2026,DPL028
IR35 worker engagement cost – October 2025,DPL073
Fundraising event costs – Macmillan Cancer Support – Feb,DPL007
Professional body membership – August 2023,DPL063
Irrecoverable VAT on entertainment – November,DPL036
Influencer marketing costs – August,DPL001
CJRS claim – Finance – September 2025,DPL071
Purchasing power gain – IAS 29 – 2025,DPL026
JNL-91002 – Facility repair costs – Apex Services,DPL047
Outbound shipping costs – Jul,DPL016
Property fund valuation gain – May 2023,DPL020
Lloyds current account interest income – March,DPL006
Depreciation – office furniture and equipment – Jul 2025,DPL010
IT infrastructure costs – Nov 2023,DPL037
Inter-company interest EXPENSE – Asia Pacific Holdco – 2026,DPL076
Tax provision adjustment – Jul 2026,DPL031
Janitorial services – December 2024,DPL008
Inter-company loan interest INCOME – Southern Operations – 2024,DPL075
Occupational health service – January 2023,DPL025
Staff costs transferred to capital project – April 2023,DPL050
Trade receivable impairment charge – Apr 2023,DPL004
Prototype development expense – Aurora – 2024,DPL056
Investment impairment charge – 2025,DPL027
Impairment of investment in JV Entity – 2023,DPL027
Contract penalty charge – JNL-69589,DPL015
COVID-19 local authority grant – 2025,DPL072
PwC management consulting – Mercury project,DPL009
JNL-91672 – Hiscox – property insurance,DPL033
Goodwill impairment charge – European Division CGU – 2026,DPL028
Non-bank interest CHARGE payable – Jan 2026,DPL076
Input VAT – non-deductible – February 2026,DPL036
Bargain purchase element – NewCo Ltd – 2024,DPL023
Overseas withholding tax – August 2023,DPL031
Professional body membership – October 2025,DPL063
Bank interest credited – Apr 2023,DPL006
Bad debt write-off – customer JNL-74852,DPL004
Accretion of discount – onerous contract provision – 2023,DPL067
Professional services income – May 2026,DPL066
Sale of IT equipment – gain/(loss) – AP-97143,DPL022
Facilities cleaning – Manchester office – Nov,DPL008
Interest on Nationwide term loan – 2025,DPL035
EXP-79215 – Third party storage – TNT,DPL069
JNL-42320 – Broadband and telephony – Sky Business,DPL064
Donation disclosed under CA 2006 – Green Party – 2026,DPL053
Bad debt write-off – customer INV-71982,DPL004
Share award charge – Marketing – 2026,DPL062
Agent commission – November 2025,DPL012
Sale of IT equipment – gain/(loss) – EXP-33967,DPL022
IP legal costs – Clifford Chance – December 2024,DPL038
Fair value GAIN on inflation swap – February 2023,DPL013
Residual cost – unclassified – September,DPL074
Server hardware impairment – VMware – 2025,DPL029
Contract penalty charge – JNL-26867,DPL015
Introducer fee – Summit Consulting – 2023,DPL012
Current account charges – RBS – May,DPL005
Profit on disposal of motor vehicle – INV-93805,DPL022
Environmental consultancy – Blue Ridge Corp – 2024,DPL011
Charitable donation – Red Cross,DPL007
Unrealised FX gain – balance sheet revaluation – Aug,DPL043
Monthly payroll – Nov 2025,DPL068
Share option expense – IFRS 2 charge – February 2024,DPL062
Inventory write-down – 2023,DPL032
AP-55871 – Government grant received – UK Shared Prosperity Fund,DPL024
Defined benefit pension – admin costs – 2023,DPL051
PO-28189 – Cleaning contractor – Apex Services,DPL008
Recruitment fees – HR – 2023,DPL048
Building repairs and maintenance – April 2024,DPL047
IP royalty – INV-73448 – 2025,DPL060
Inter-company interest EXPENSE – Northern Division – 2024,DPL076
JP Morgan account maintenance fee – October,DPL005
DB scheme deficit contribution – Dec 2024,DPL051
Residual finance INCOME – Jul 2024,DPL058
IFRS 3 reassessment gain – Western Trading Ltd – 2024,DPL023
JNL-18790 – Third party storage – Ceva Logistics,DPL069
Other finance INCOME – Aug 2024,DPL058
FVTPL asset revaluation LOSS – infrastructure fund – 2023,DPL014
Software subscription – SAP – Dec 2024,DPL063
Environmental compliance costs – 2024,DPL011
Deemed employment income – IR35 – Aug 2024,DPL070
General administration overhead – Legal – 2023,DPL046
Dairy herd biological asset revaluation – Feb 2023,DPL019
Business transformation consulting – Nov 2025,DPL009
Other finance INCOME – June 2024,DPL058
IFRS 3 negative goodwill recognised – 2025,DPL023
VAT blocked – business entertainment – Dec,DPL036
Profit on disposal of motor vehicle – JNL-97218,DPL022
Dividend income from Holdco Ltd – July 2024,DPL030
Insurance claim receipt – property damage – 2023,DPL044
Loan arrangement FEE amortisation – 2025,DPL057
Flight booking – business trip – July 2023,DPL065
PO-30295 – Broadband and telephony – Gamma,DPL064
Bonded warehouse charges – August,DPL069
IAS 29 hyperinflation adjustment – DKK functional currency – 2023,DPL026
Non-bank finance CHARGE – February 2025,DPL057
Political donation – Liberal Democrats – 2026,DPL053
Professional body membership – Jan 2024,DPL063
Bank service charges – May 2025,DPL005
Staff costs transferred to capital project – March 2025,DPL050
Finance INCOME – put option asset unwind – 2025,DPL058
Outsourced IT support – Apr 2025,DPL049
FVTPL asset revaluation LOSS – corporate bonds – 2024,DPL014
Furlough claim receipt – HMRC – Feb,DPL071
Distribution centre costs – August 2025,DPL069
Deep clean – London HQ – March,DPL008
Work in progress movement – Oct 2023,DPL032
Internal resources capitalised – Project Zeta – July 2026,DPL050
One-off non-operating gain – August 2026,DPL044
Non-bank finance CHARGE – Jun 2024,DPL057
PO-82679 – Facility repair costs – Prime Solutions,DPL047
Test and trace support payment – COVID-19 – 2026,DPL072
Non-trading gain before tax – Aug 2025,DPL044
EXP-60792 – Chubb – property insurance,DPL033
IP legal costs – Freshfields – February 2023,DPL038
Transfer pricing report – Moore Kingston Smith,DPL003
Off payroll contractor cost – JNL-84823,DPL073
Property fund valuation gain – Jan 2023,DPL020
Property fund valuation gain – September 2026,DPL020
Operational income adjustment – Aug 2025,DPL045
Outsourced IT support – April 2025,DPL049
H&S training costs – Sep 2026,DPL025
IR35 worker engagement cost – May 2024,DPL073
Equity investment write-down – Northern Division – Apr,DPL027
Impairment of investment in Western Trading Ltd – 2025,DPL027
Investment securities fair value LOSS – 2024,DPL014
Amortisation of software licence – Feb 2024,DPL002
Commitment FEE on undrawn facility – 2026,DPL057
Pallet storage fees – DHL – 2024,DPL069
Finance COST – vendor loan note – 2024,DPL057
Own work capitalised – software development – 2026,DPL050
Dairy herd biological asset revaluation – May 2025,DPL019
Metro Bank account maintenance fee – Feb,DPL005
High inflation economy adjustment – 2026,DPL026
Donation to Age UK – 2025,DPL007
Staff entertainment – February 2025,DPL041
Third party sales commission – JNL-33974,DPL012
Dividend income from Holdco Ltd – February 2025,DPL030
Stock build – seasonal demand – Jun,DPL032
Donation disclosed under CA 2006 – Labour Party – 2023,DPL053
INV-54643 – Security contractor – Northfield Services,DPL061
One-off non-operating gain – February 2026,DPL044
IFRS 3 reassessment gain – Holdco Ltd – 2026,DPL023
Vineyard grape crop fair value gain – harvest 2026,DPL019
Amortisation of franchise agreement – 2025,DPL002
CJRS claim – Sales – January 2023,DPL071
Overseas withholding tax – October 2025,DPL031
Excess fair value recognised in P&L – LatAm Subsidiary – 2025,DPL023
Non-recoverable VAT charge – May 2025,DPL036
Rent review uplift – Liverpool depot – 2023,DPL055
Subsistence expenses – HR – Jun,DPL065
Finance lease RECEIVABLE interest INCOME – September 2026,DPL058
CGU impairment – Southern Operations intangibles – 2024,DPL028
Recruitment fees – Legal – 2026,DPL048
R&D subcontractor costs – Prime Solutions,DPL056
Trade receivable impairment charge – September 2025,DPL004
EXP-71410 – Beazley – property insurance,DPL033
Intangible asset disposal gain – PO-14985,DPL021
Bad debt write-off – customer INV-16623,DPL004
Irrecoverable VAT on entertainment – Jan,DPL036
Retail property fair value gain/(loss) – 2026,DPL020
Windfall receipt – non-recurring – 2026,DPL044
Outsourced payroll processing fees – Aug 2024,DPL049
Interest on term deposit – Halifax – Jan,DPL006
IAS 37 provision discount unwind – 2024,DPL067
Intra-group interest EXPENSE – Western Trading Ltd – March,DPL076
Fair value GAIN on inflation swap – March 2024,DPL013
Self-storage unit rental – 2023,DPL069
Dividend income from Holdco Ltd – Jun 2026,DPL030
General repairs – Reading HQ – December 2026,DPL047
