description,dpl_tag
Group overhead recharge – Corporate Centre Ltd – January,DPL034
Catapult Innovation Fund grant income – August 2023,DPL024
Office supplies printing – REF-53917,DPL054
Realised foreign exchange loss – JNL-41533,DPL043
High inflation economy adjustment – 2024,DPL026
Journal and publication subscription – 2025,DPL063
Loan receivable write-off – AP-85494,DPL039
Contract penalty charge – REF-19413,DPL015
Profit on disposal of motor vehicle – JNL-75984,DPL022
Leasehold improvements impairment – Sheffield site – 2025,DPL029
Non-bank interest CHARGE – Holdco Ltd – 2025,DPL076
Lift maintenance contract – 2023,DPL047
Off payroll worker fees – IR35 – October 2026,DPL070
Brand name impairment – Southern Operations CGU review – 2023,DPL028
Dividend income from LatAm Subsidiary – May 2024,DPL030
Interest on term deposit – JP Morgan – Aug,DPL006
Test and trace support payment – COVID-19 – 2024,DPL072
Service fee income – Acme Corp – September,DPL045
PR agency fees – October 2026,DPL001
CJRS furlough grant received – Mar 2024,DPL071
Post-tax gain on sale of NewCo Ltd division – 2026,DPL017
Actuarial valuation costs – pension scheme – 2026,DPL051
Internal labour capitalised – Titan project – February,DPL050
Audit planning fees – Mazars – December,DPL003
Catch-all cost allocation – September 2023,DPL074
Loss on discontinued operations – JV Entity – 2024,DPL017
Corporate mobile plan – IT – Nov,DPL064
Loan receivable write-off – INV-27031,DPL039
Document printing and binding costs – July,DPL054
Raw materials stock change – November,DPL032
Referral commission paid – PO-19418,DPL012
Office supplies and administration costs – Apr 2026,DPL046
Printing and stationery – Sales – December 2026,DPL054
Business insurance – Aviva – Jan 2023,DPL033
Shareholder loan interest INCOME RECEIVED – 2023,DPL075
Staff costs transferred to capital project – Feb 2026,DPL050
Work in progress movement – Aug 2025,DPL032
Bank interest credited – Aug 2026,DPL006
Sundry costs – catch-all – IT – 2023,DPL074
Investment property uplift – INV-22752 – 2024,DPL020
Goodwill impairment charge – European Division CGU – 2025,DPL028
Derivative financial instrument fair value UPLIFT – 2023,DPL013
Horizon Europe funding grant income – Aug 2026,DPL024
Workplace pension – November 2023,DPL052
Equity investment write-down – Eastern Region Ltd – November,DPL027
Donation to Save the Children – 2025,DPL007
Operational income adjustment – Apr 2026,DPL045
Employee redundancy payments – Oct 2024,DPL059
Bank interest debit – revolving credit facility – Aug,DPL035
Contaminated land remediation – Leeds depot – 2025,DPL011
Outsourced IT support – December 2023,DPL049
Shared services cost recharge – R&D – 2024,DPL034
Tax provision adjustment – Nov 2023,DPL031
Cumulative price index restatement – Southern Operations – 2023,DPL026
AP-47462 – Cleaning contractor – Northfield Services,DPL008
Monetary position loss – hyperinflationary economy – 2026,DPL026
Impairment of investment in Southern Operations – 2026,DPL027
IFRS 16 lease liability – interest and depreciation – Oct,DPL055
Facilities cleaning – Manchester office – Aug,DPL008
Related party interest RECEIVABLE – 2023,DPL075
Overseas travel – Aug 2023,DPL065
RSU vesting expense – Jul 2025,DPL062
R&D subcontractor costs – Blue Ridge Corp,DPL056
Mileage claim – PO-49797 – June,DPL065
Overseas withholding tax – Sep 2024,DPL031
"Write-off of irrecoverable debt – USD 98,805",DPL004
Inter-company IT service recharge – Nov,DPL034
Dividend income from Eastern Region Ltd – Mar 2024,DPL030
Input VAT – non-deductible – Feb 2026,DPL036
Political think tank contribution – 2025,DPL053
Investment write-down – NewCo Ltd shares – 2025,DPL027
Non-operating gain – settlement received – 2025,DPL044
Warehouse lease payment – Jan 2023,DPL055
Travel reimbursement – employee expense claim – EXP-24188,DPL065
IAS 29 hyperinflation restatement gain – 2025,DPL026
Investment write-down – JV Entity shares – 2023,DPL027
Monthly depreciation charge – plant and machinery – Dec 2025,DPL010
PO-42706 – RSA – property insurance,DPL033
Bank interest credited – February 2025,DPL006
Client entertainment – Mar 2024,DPL041
Group overhead recharge – Treasury Centre Ltd – March,DPL034
Interest INCOME on inter-company balance – May 2026,DPL075
Investment portfolio FVTPL GAIN – Jul 2025,DPL013
Online data subscription – Xero – 2025,DPL063
Disposal proceeds less carrying value – Southern Operations – 2025,DPL017
Interest on term deposit – Nationwide – September,DPL006
Domain name impairment – 2025,DPL028
Technology licence fee – Patent Holder Ltd – April,DPL060
General administration overhead – Legal – 2026,DPL046
Site rationalisation costs – Leeds depot – 2026,DPL059
Corporation tax return preparation fees – BDO,DPL003
INV-99077 – Broadband and telephony – EE,DPL064
Investment income – minority shareholding – Sep,DPL030
Sporting event hospitality – September 2025,DPL041
Monthly depreciation charge – plant and machinery – Nov 2024,DPL010
Off payroll working costs – Marketing – Mar,DPL073
Loss on discontinued operations – Subsidiary A – 2026,DPL017
Channel partner commission – April,DPL012
General repairs – Manchester office – November 2026,DPL047
HVAC system maintenance – Reading HQ – 2023,DPL047
Intra-group interest INCOME – Holdco Ltd – December,DPL075
Amortisation – Titan software – February 2023,DPL002
FX loss on USD settlement – AP INV-35661,DPL043
Broiler chicken stock fair value – Apr,DPL019
Warehouse storage charges – April 2026,DPL069
Revenue cost reclassified to capital – JNL-79632,DPL042
Unclassified expenditure – HR – 2024,DPL074
REF-80153 – PwC audit services FY2024,DPL003
Impairment of investment in NewCo Ltd – 2023,DPL027
Bad debt write-off – customer REF-94814,DPL004
Bad debt write-off – customer REF-55956,DPL004
Employee redundancy payments – Oct 2026,DPL059
Outsourced IT support – Oct 2024,DPL049
SaaS subscription – ServiceNow – Jun 2024,DPL037
Leasehold improvements depreciation charge – May,DPL010
Mileage claim – REF-62099 – June,DPL065
IR35 deemed employee cost – REF-46339 – 2025,DPL073
Overseas travel – November 2023,DPL065
Pallet storage fees – Geodis – 2025,DPL069
Monthly depreciation charge – plant and machinery – February 2025,DPL010
Third party sales commission – INV-52524,DPL012
REF-42380 – Third party storage – Agility,DPL069
Work in progress movement – Aug 2024,DPL032
Non-bank finance CHARGE – Oct 2026,DPL057
Foreign exchange revaluation gain – September 2026,DPL043
Overseas withholding tax – Apr 2024,DPL031
Release of restructuring provision – February 2026,DPL018
Loan receivable write-off – EXP-42600,DPL039
INV-58863 – QBE – property insurance,DPL033
Non-bank finance CHARGE – September 2024,DPL057
Revenue cost reclassified to capital – INV-43234,DPL042
Licence fee for use of trade mark portfolio – 2025,DPL060
Employee benefits expense – May 2024,DPL048
IAS 36 goodwill impairment – Eastern Region Ltd – 2023,DPL028
One-off non-operating gain – September 2026,DPL044
Badwill credit – Subsidiary A acquisition – 2025,DPL023
Development costs – Vertex product – 2025,DPL056
Revenue cost reclassified to capital – AP-77965,DPL042
Hyperinflationary economy restatement – Southern Operations – 2025,DPL026
Shared services cost recharge – R&D – 2026,DPL034
Finance EXPENSE – lease – IFRS 16 – January 2025,DPL057
Mobile phone contract costs – Feb 2023,DPL064
Amortisation of software licence – Nov 2025,DPL002
Finance lease RECEIVABLE interest INCOME – June 2023,DPL058
Accretion INCOME – finance receivable – 2025,DPL058
Professional services income – March 2024,DPL066
Security patrol costs – London HQ – Nov,DPL061
"Debt interest expense – EUR 6,482 facility – 2023",DPL035
Outsourced payroll processing fees – Sep 2024,DPL049
PV unwinding – environmental remediation provision – 2025,DPL067
Timber plantation biological asset gain – 2025,DPL019
"Write-off of irrecoverable debt – EUR 965,275",DPL004
Road haulage – Kuehne+Nagel – Jul,DPL016
Tax due diligence – RSM – 2025,DPL003
Building security services – Feb 2023,DPL061
Provision discount unwind – decommissioning provision – 2026,DPL067
CGU impairment – JV Entity intangibles – 2025,DPL028
Investment portfolio FVTPL GAIN – March 2023,DPL013
Current account charges – Metro Bank – April,DPL005
Broker commission expense – Aug,DPL012
Vehicle fleet impairment – 2024,DPL029
Miscellaneous operating income received – 2023,DPL045
Software development costs amortised – Jul 2024,DPL002
Sundry costs – catch-all – Legal – 2026,DPL074
Impairment of investment in Southern Operations – 2025,DPL027
Mobile phone contract costs – Aug 2025,DPL064
IAS 36 annual impairment test charge – LatAm Subsidiary – 2023,DPL028
Impairment of investment in US Operations Inc – 2024,DPL027
Intangible asset disposal gain – REF-52241,DPL021
Investment property fair value movement – Nottingham office – 2026,DPL020
Raw materials stock change – March,DPL032
Inter-company interest PAYABLE – NewCo Ltd – 2025,DPL076
Annual subscription – Mergermarket – 2026,DPL063
RSU vesting expense – Feb 2026,DPL062
Music royalty costs – July 2024,DPL060
Intangible asset disposal gain – INV-26728,DPL021
Current account charges – Lloyds – June,DPL005
Profit on disposal of motor vehicle – REF-99976,DPL022
Revenue cost reclassified to capital – JNL-37297,DPL042
Barclays current account interest income – Jan,DPL006
Sundry costs – catch-all – Procurement – 2023,DPL074
AP-56027 – PwC audit services FY2023,DPL003
Risk assessment costs – Summit Consulting,DPL025
Building security services – Sep 2023,DPL061
Sale of IT equipment – gain/(loss) – PO-88603,DPL022
Warranty provision utilisation – Jul 2023,DPL018
Client entertainment – Apr 2025,DPL041
RSU vesting expense – April 2023,DPL062
FX gain on EUR receivable settlement – 2023,DPL043
REF-72341 – Cleaning contractor – Redwood Partners,DPL008
Software subscription – Salesforce – Dec 2025,DPL063
Fixed line rental – Talk Talk – 2024,DPL064
Cumulative price index restatement – LatAm Subsidiary – 2023,DPL026
Listed equity dividend received – Sep 2025,DPL030
Tax provision adjustment – November 2024,DPL031
Distribution in kind – Northern Division equity – 2023,DPL040
Royalty payment to Innovation Licensing Corp – Jun 2026,DPL060
Inter-company management charge – AP-70500,DPL034
Warranty provision utilisation – Jul 2026,DPL018
Finance lease RECEIVABLE interest INCOME – Feb 2024,DPL058
DC pension employer contribution – IT – Aug,DPL052
Bad debt expense – overdue receivable INV-37781,DPL004
Hedging instrument GAIN – total return swap – 2024,DPL013
Purchasing power gain – IAS 29 – 2023,DPL026
Legal provision released – JNL-13585,DPL018
HSBC account maintenance fee – May,DPL005
Team away day expense – Finance – 2026,DPL041
Listed equity dividend received – July 2023,DPL030
COVID-19 business support grant – 2023,DPL072
Sale of IT equipment – gain/(loss) – REF-17896,DPL022
Marketing agency retainer – June,DPL001
Plant and machinery impairment charge – 2023,DPL029
Broker commission expense – August,DPL012
Rent review uplift – London HQ – 2023,DPL055
Staff entertainment – September 2026,DPL041
Payroll run – Sep 2024 – Finance,DPL068
Off payroll contractor cost – PO-28700,DPL073
Technology intangible amortisation – 2025,DPL002
Intra-group interest EXPENSE – Northern Division – November,DPL076
Disposal of European Division – after-tax gain – 2025,DPL017
Goodwill write-down – NewCo Ltd CGU – 2024,DPL028
Internal labour capitalised – Mercury project – June,DPL050
Gain on disposal of software licence – 2026,DPL021
Agricultural biological assets – annual fair value movement – 2025,DPL019
Vehicle repair costs – August,DPL047
Transfer pricing report – BDO,DPL003
IT support recharge from parent – Sep,DPL034
IAS 29 indexation gain – June 2023,DPL026
Investment income – minority shareholding – December,DPL030
VoIP telephony costs – Jan 2024,DPL064
Legal provision released – INV-24678,DPL018
Carbon credit purchase – Jun 2024,DPL011
Development cost capitalisation – April,DPL042
Snowflake cloud hosting – September subscription,DPL037
Mileage claim – AP-60107 – May,DPL065
IFRS 5 discontinued operations gain – Northern Division – 2026,DPL017
Defined benefit pension scheme – service cost – Jan 2024,DPL051
Contract penalty charge – AP-41028,DPL015
Derivative asset fair value UPLIFT – Jan 2025,DPL013
Restart grant received – Apr 2025,DPL072
Loan receivable write-off – INV-99095,DPL039
Non-bank finance CHARGE – February 2026,DPL057
Workplace pension – Nov 2024,DPL052
Bank interest credited – March 2024,DPL006
Intangible asset disposal gain – INV-42473,DPL021
IAS 29 hyperinflation adjustment – SEK functional currency – 2026,DPL026
PR agency fees – Mar 2026,DPL001
JNL-40154 – Freight charges – DB Schenker,DPL016
International call charges – Nov,DPL064
SWIFT transfer charges – January,DPL005
Inter-company IT service recharge – March,DPL034
AP-27098 – Facility repair costs – Global Services Inc,DPL047
Business insurance – QBE – Jan 2025,DPL033
IP legal costs – Freshfields – February 2023,DPL038
IR35 deemed employee cost – JNL-35039 – 2026,DPL073
Staff salaries – Aug 2023,DPL068
Janitorial services – January 2025,DPL008
JNL-61660 – Broadband and telephony – AT&T,DPL064
IAS 36 PPE impairment – Bristol office – 2026,DPL029
EXP-39572 – Markel – property insurance,DPL033
Building security services – February 2024,DPL061
PO-64148 – Moore Kingston Smith audit services FY2023,DPL003
Profit on disposal of motor vehicle – JNL-35409,DPL022
Intangible asset disposal gain – REF-83066,DPL021
Mobile phone contract costs – October 2025,DPL064
Intangible asset disposal gain – PO-91931,DPL021
Courier and express delivery – Dec 2023,DPL016
Office supplies and administration costs – Apr 2024,DPL046
Present value unwinding – dilapidation provision – October 2023,DPL067
Provision discount unwind – environmental remediation provision – 2025,DPL067
Dividend income from Southern Operations – May 2024,DPL030
Non-cash dividend – Southern Operations shares – 2025,DPL040
VAT compliance services – Oct 2025,DPL003
Investment write-down – Western Trading Ltd shares – 2026,DPL027
AP-35179 – Travelers – property insurance,DPL033
Residual finance INCOME – Sep 2023,DPL058
Non-recoverable VAT charge – June 2023,DPL036
Corporate legal services – acquisition support – Linklaters,DPL038
Pallet storage fees – UPS – 2024,DPL069
Restructuring advisory fees – PwC – 2026,DPL059
R&D project costs – Vertex – June 2023,DPL056
ERP system impairment write-down – VMware – 2025,DPL028
Royalty payment to IP Licensor Inc – February 2023,DPL060
Mark-to-market GAIN – cross-currency swap – Oct,DPL013
Intangible asset disposal gain – REF-37430,DPL021
Work in progress movement – Apr 2024,DPL032
Security patrol costs – Manchester office – December,DPL061
Property maintenance charge – Manchester office,DPL047
Transfer pricing report – PwC,DPL003
Transfer pricing report – Deloitte,DPL003
Negative goodwill income – 2026,DPL023
Carbon credit purchase – October 2026,DPL011
Courier and express delivery – Mar 2024,DPL016
Project completion revenue – Mercury – 2025,DPL066
Loan arrangement FEE amortisation – 2025,DPL057
Input VAT – non-deductible – September 2024,DPL036
Marketing agency retainer – March,DPL001
One-off non-operating gain – May 2023,DPL044
Defined benefit pension scheme – service cost – November 2026,DPL051
Bonus payroll – HR – 2026,DPL068
Loss on disposal of plant and machinery – February 2026,DPL022
Professional body membership – Nov 2024,DPL063
Non-bank finance CHARGE – Jan 2024,DPL057
Disposal proceeds less carrying value – NewCo Ltd – 2026,DPL017
EXP-17930 – Security contractor – Pinewood Ltd,DPL061
EXP-47410 – Legal advisory fees – Clifford Chance,DPL038
Service fee income – Sterling PLC – October,DPL045
Property fund valuation gain – Oct 2024,DPL020
Overdraft interest charge – Barclays – March 2023,DPL035
Depreciation – office furniture and equipment – November 2025,DPL010
Licence fee for use of brand logo – 2023,DPL060
Corporate social responsibility donation – December 2026,DPL007
Site rationalisation costs – Manchester office – 2023,DPL059
PV unwinding – warranty provision – 2026,DPL067
DC pension employer contribution – Operations – September,DPL052
Mileage claim – PO-64337 – May,DPL065
Bad debt expense – overdue receivable PO-31084,DPL004
Courier and express delivery – August 2025,DPL016
Project completion revenue – Orion – 2026,DPL066
Interest charged on HSBC overdraft – August,DPL035
Contract drafting fees – DLA Piper – Jul,DPL038
Building repairs and maintenance – May 2023,DPL047
"Write-off of irrecoverable debt – GBP 599,665",DPL004
Warranty provision utilisation – March 2024,DPL018
Outsourced payroll processing fees – Jun 2023,DPL049
Cold storage facility costs – Jan,DPL069
Bargain purchase gain on Eastern Region Ltd acquisition – 2026,DPL023
Restructuring advisory fees – Mazars – 2025,DPL059
Loan receivable write-off – INV-82029,DPL039
Workplace pension – Jun 2023,DPL052
Non-recoverable VAT charge – September 2025,DPL036
Acquired intangible impairment – Eastern Region Ltd – 2026,DPL028
Loan receivable write-off – JNL-97198,DPL039
Overdraft interest charge – Wells Fargo – July 2025,DPL035
Road haulage – DHL – Apr,DPL016
IR35 worker engagement cost – Aug 2026,DPL073
PO-76456 – AXA – property insurance,DPL033
CJRS claim – Marketing – December 2024,DPL071
IAS 41 bearer plant fair value – May 2023,DPL019
Customer list disposal – gain/(loss) – 2025,DPL021
Operating income – reimbursement received – AP-19611,DPL045
Citibank current account interest income – Jun,DPL006
Defined benefit pension scheme – service cost – May 2024,DPL051
Statutory political donation disclosure – 2026,DPL053
Onerous contract provision change – Feb,DPL018
Vehicle repair costs – Dec,DPL047
PAYE payroll cost – Aug 2025,DPL068
DB scheme deficit contribution – August 2024,DPL051
Hedging instrument GAIN – interest rate swap – 2024,DPL013
Amortisation – Vertex software – July 2024,DPL002
Commercial property revaluation gain – London HQ,DPL020
Foreign exchange revaluation gain – June 2026,DPL043
Agricultural produce fair value gain – harvest 2024,DPL019
DB scheme deficit contribution – June 2025,DPL051
Referral commission paid – EXP-99699,DPL012
Sales commission – external agent – Apr 2026,DPL012
SWIFT transfer charges – Dec,DPL005
Hyperinflationary economy restatement – Southern Operations – 2023,DPL026
Inventory increase/(decrease) adjustment – 2026,DPL032
VAT compliance services – Jan 2024,DPL003
Team away day expense – IT – 2026,DPL041
Interest on term deposit – Deutsche Bank – June,DPL006
Foreign exchange revaluation gain – Mar 2024,DPL043
EXP-99389 – Liberty Mutual – property insurance,DPL033
Currency translation loss on EUR balances – Mar,DPL043
INV-67507 – Government grant received – KTP award,DPL024
Non-trading gain before tax – Dec 2025,DPL044
Impairment of investment in Holdco Ltd – 2025,DPL027
Broiler chicken stock fair value – Sep,DPL019
DB scheme deficit contribution – Apr 2025,DPL051
Internal resources capitalised – Project Alpha – Nov 2026,DPL050
Intangible asset amortisation – Facilities system – 2024,DPL002
Spin-off distribution of Western Trading Ltd shares – 2023,DPL040
Non-bank interest RECEIVABLE – NewCo Ltd – 2023,DPL075
AWS cloud hosting – Jul subscription,DPL037
Software subscription – Snowflake – April 2024,DPL063
Fair value LOSS on equity option – Feb 2024,DPL014
Sporting event hospitality – December 2024,DPL041
Off payroll worker fees – IR35 – July 2023,DPL070
Mileage claim – AP-49024 – October,DPL065
Decommissioning provision re-measurement – 2025,DPL018
Unrealised LOSS on credit default swap – Aug 2025,DPL014
Interest CHARGE on shareholder loan – Feb 2023,DPL076
Music royalty costs – Jul 2024,DPL060
REF-65085 – BDO audit services FY2023,DPL003
Other operating income – service recharge – Nov,DPL045
Employment tribunal legal costs – 2026,DPL038
IP legal costs – Slaughter and May – Apr 2026,DPL038
Restart grant received – Mar 2024,DPL072
Warehouse storage charges – Jul 2026,DPL069
CCTV maintenance and monitoring – Cardiff branch,DPL061
Miscellaneous unallocated expense – Sep 2023,DPL074
Non-trading gain before tax – September 2023,DPL044
Professional body membership – Jul 2026,DPL063
Staff salaries – November 2025,DPL068
Warehouse impairment charge – Nottingham office – 2025,DPL029
Patent disposal proceeds – net gain – 2024,DPL021
Cyber security licence and services – 2026,DPL061
REF-71138 – Government grant received – Enterprise Development Grant,DPL024
Fundraising event costs – Red Cross – Sep,DPL007
CJRS furlough grant received – Oct 2025,DPL071
Asset distribution to shareholders – 2026,DPL040
Sales revenue – Apr 2024,DPL066
Intangible asset disposal gain – AP-51356,DPL021
Janitorial services – Jul 2023,DPL008
Aquaculture fish stock fair value adjustment – 2025,DPL019
Property dividend declared to owners – 2024,DPL040
Sale of IT equipment – gain/(loss) – AP-91017,DPL022
IP legal costs – CMS – October 2026,DPL038
Occupational health service – Aug 2024,DPL025
Non-bank interest INCOME receivable – July 2023,DPL075
Investment property uplift – PO-65353 – 2023,DPL020
Technology licence fee – TechIP Group – September,DPL060
Gross wages – Procurement – Mar 2023,DPL068
Present value unwinding – warranty provision – June 2025,DPL067
Operational income adjustment – February 2025,DPL045
Derivative asset fair value UPLIFT – Jun 2025,DPL013
Office rent – Nottingham office – Mar 2023,DPL055
Profit on disposal of motor vehicle – EXP-25539,DPL022
Agricultural biological assets – annual fair value movement – 2024,DPL019
Non-trading gain before tax – July 2024,DPL044
Non-bank finance CHARGES – LatAm Subsidiary – 2024,DPL076
Unrealised GAIN on equity option – April 2024,DPL013
Overdraft interest charge – HSBC – Jan 2026,DPL035
Client dinner – Corinthian Ltd – July,DPL041
Business insurance – Chubb – January 2023,DPL033
Income from equity investments – 2026,DPL030
Dairy herd biological asset revaluation – Jul 2025,DPL019
Residual finance INCOME credited – Apr 2024,DPL058
JNL-83082 – Security contractor – Pinewood Ltd,DPL061
AP-46386 – Freight charges – TNT,DPL016
Community foundation contribution – 2026,DPL007
SaaS subscription – AWS – August 2024,DPL037
Fair value adjustment – livestock biological assets – 2023,DPL019
Intangible asset disposal gain – AP-65710,DPL021
AP-13266 – BDO audit services FY2024,DPL003
Fundraising event costs – Red Cross – Apr,DPL007
Development cost capitalisation – Jun,DPL042
Sundry operating income – Aug,DPL045
PO-99179 – Third party storage – XPO Logistics,DPL069
REF-44527 – IT support contract – Workday,DPL037
Derivative liability fair value CHARGE – March 2023,DPL014
Miscellaneous unallocated expense – September 2025,DPL074
Expenditure transferred to Vertex project balance sheet,DPL042
Software subscription – HashiCorp – September 2026,DPL063
CJRS furlough grant received – December 2023,DPL071
Group finance function recharge – Aug 2026,DPL034
Sales revenue – Feb 2024,DPL066
Non-cash dividend – Asia Pacific Holdco shares – 2024,DPL040
SWIFT transfer charges – June,DPL005
RSU vesting expense – April 2026,DPL062
Social media advertising spend – Feb 2023,DPL001
Shareholder loan interest INCOME RECEIVED – 2025,DPL075
Sale of NewCo Ltd business unit – post-tax gain – 2023,DPL017
Profit on disposal of motor vehicle – JNL-65687,DPL022
Political think tank contribution – 2026,DPL053
Office rent – Glasgow office – April 2024,DPL055
Contract penalty charge – JNL-69589,DPL015
Investment property uplift – JNL-79995 – 2025,DPL020
Unrealised GAIN on total return swap – Jan 2023,DPL013
Loan written off – Eastern Region Ltd – 2024,DPL039
Management consultancy fees – AP-13180,DPL009
EXP-67998 – RSA – property insurance,DPL033
Product sales – Finance – January 2026,DPL066
Furlough claim receipt – HMRC – Nov,DPL071
Off payroll working costs – Operations – November,DPL073
Asset impairment charge – Procurement equipment – 2025,DPL029
Product liability insurance – QBE – 2024,DPL033
Unclassified expenditure – Marketing – 2026,DPL074
Occupational health service – July 2023,DPL025
Overdraft interest charge – Wells Fargo – May 2024,DPL035
"Debt interest expense – EUR 6,419 facility – 2024",DPL035
Business insurance – Zurich – Feb 2023,DPL033
Export grant credit – Export Development Grant,DPL024
Intangible asset disposal gain – PO-68746,DPL021
Non-cash dividend – LatAm Subsidiary shares – 2026,DPL040
Unrealised FX gain – balance sheet revaluation – January,DPL043
Professional body membership – May 2024,DPL063
Annual subscription – Mergermarket – 2023,DPL063
Derivative financial instrument fair value DECLINE – 2023,DPL014
One-off non-operating gain – Mar 2025,DPL044
Derivative asset fair value UPLIFT – Aug 2023,DPL013
Non-bank interest and similar INCOME – November 2026,DPL075
Deep clean – Liverpool depot – Aug,DPL008
Profit on disposal of motor vehicle – JNL-46124,DPL022
Training and development – Finance – 2024,DPL048
Auto-enrolment pension contribution – October 2025,DPL052
Investment write-down – Southern Operations shares – 2026,DPL027
Management fee recharge from Group Finance Ltd – November 2023,DPL034
Dividend income from Northern Division – July 2023,DPL030
Fundraising event costs – Age UK – October,DPL007
Broiler chicken stock fair value – Jan,DPL019
Operational income adjustment – April 2023,DPL045
Discount unwind – restructuring provision – Sep 2023,DPL067
Intangible asset disposal gain – JNL-72618,DPL021
Loan written off – JV Entity – 2025,DPL039
Subsistence expenses – Sales – July,DPL065
H&S training costs – May 2023,DPL025
Service charge – Leeds depot – Sep,DPL055
Revenue cost reclassified to capital – EXP-43203,DPL042
Depreciation – office furniture and equipment – May 2026,DPL010
Admin support costs – IT – Jun 2024,DPL046
Impairment of investment in Subsidiary A – 2023,DPL027
Patent amortisation charge for period ending 2023,DPL002
Expense capitalised to work in progress – Nov 2023,DPL042
Badwill credit – JV Entity acquisition – 2024,DPL023
IR35 worker engagement cost – November 2026,DPL073
IAS 29 hyperinflation adjustment – SGD functional currency – 2025,DPL026
Online data subscription – S&P Capital IQ – 2024,DPL063
FX loss on USD settlement – AP AP-62512,DPL043
Bad debt write-off – customer INV-71615,DPL004
IAS 36 goodwill impairment – Southern Operations – 2023,DPL028
Expected credit loss provision – Aug,DPL004
Equity investment write-down – Eastern Region Ltd – Jul,DPL027
Recruitment fees – Facilities – 2026,DPL048
Listed equity dividend received – Oct 2023,DPL030
Equity investment write-down – JV Entity – Sep,DPL027
Regulatory fine – Pensions Regulator – 2025,DPL015
Provision movement – warranty claims – 2025,DPL018
Loan receivable write-off – INV-43492,DPL039
Tangible fixed asset write-down – 2023,DPL029
Office cleaning services – September 2026,DPL008
INV-23974 – Freight charges – TNT,DPL016
Contract penalty charge – JNL-97411,DPL015
Auto-enrolment pension contribution – Jan 2023,DPL052
Amortisation – Falcon software – August 2026,DPL002
Employer pension contribution – defined contribution – Oct,DPL052
Amortisation of acquired technology – Northern Division – 2023,DPL002
Distribution centre costs – October 2025,DPL069
Salesforce cloud hosting – Apr subscription,DPL037
Overseas withholding tax – Dec 2023,DPL031
Investment write-down – Asia Pacific Holdco shares – 2024,DPL027
Non-trading gain before tax – Sep 2025,DPL044
Annual subscription – Bloomberg – 2025,DPL063
Profit on disposal of motor vehicle – INV-69467,DPL022
Tax provision adjustment – Jul 2026,DPL031
IAS 29 indexation gain – Jul 2024,DPL026
Loan note interest RECEIVED – April,DPL075
Equity investment write-down – European Division – Mar,DPL027
"Import freight costs – USD 8,212",DPL016
Outbound shipping costs – Aug,DPL016
Internal resources capitalised – Vertex – July 2026,DPL050
Negative mark-to-market movement – credit default swap – 2024,DPL014
Pallet storage fees – Geodis – 2026,DPL069
Facilities management outsourcing – Crestwood Ltd,DPL049
Treasury deposit interest – August 2025,DPL006
Road haulage – Geodis – April,DPL016
Late payment penalty – PO-54764,DPL015
Broiler chicken stock fair value – March,DPL019
Printing and stationery – Sales – Mar 2025,DPL054
Employee benefits expense – March 2025,DPL048
Music royalty costs – July 2026,DPL060
Product sales – IT – March 2023,DPL066
Unrealised LOSS on equity option – Mar 2025,DPL014
Off payroll revenue – JNL-10940 – 2024,DPL070
Equity investment write-down – Northern Division – July,DPL027
Operational income adjustment – September 2023,DPL045
Corporate social responsibility donation – Nov 2026,DPL007
Input VAT – non-deductible – Apr 2024,DPL036
Office rent – Edinburgh branch – August 2024,DPL055
IAS 36 goodwill impairment – NewCo Ltd – 2024,DPL028
Warranty provision utilisation – December 2026,DPL018
Catch-all cost allocation – Nov 2023,DPL074
Raw materials stock change – December,DPL032
R&D project costs – Phoenix – Feb 2026,DPL056
Sundry operating income – October,DPL045
Rail travel – Legal staff – July,DPL065
Hyperinflationary economy restatement – NewCo Ltd – 2024,DPL026
Listed equity dividend received – Nov 2025,DPL030
Summit Consulting – managed services contract – Jul,DPL049
Employee assistance programme – 2023,DPL048
DC pension employer contribution – Sales – November,DPL052
Late payment penalty – REF-40636,DPL015
Dividend income from Holdco Ltd – Apr 2025,DPL030
IFRS 5 discontinued operations gain – Eastern Region Ltd – 2026,DPL017
Corporate mobile plan – Facilities – March,DPL064
Corporate social responsibility donation – Jan 2024,DPL007
Deemed employed contractor payment – 2023,DPL073
IP legal costs – Ashurst – Apr 2026,DPL038
H&S training costs – November 2024,DPL025
Risk assessment costs – Blue Ridge Corp,DPL025
Postage and courier costs – December 2024,DPL054
One-off non-operating gain – Feb 2026,DPL044
Outsourced HR services – December 2026,DPL049
IAS 36 PPE impairment – Sheffield site – 2026,DPL029
Sporting event hospitality – July 2025,DPL041
Northfield Services – managed services contract – Sep,DPL049
Barclays account maintenance fee – July,DPL005
Share option expense – IFRS 2 charge – Mar 2026,DPL062
Gain on disposal of Western Trading Ltd – discontinued operations – 2025,DPL017
Inter-company interest PAYABLE – Northern Division – 2025,DPL076
Net profit on disposal – Eastern Region Ltd – discontinued – 2025,DPL017
Annual subscription – S&P Capital IQ – 2024,DPL063
Prototype development expense – Project Zeta – 2024,DPL056
Social media advertising spend – Oct 2023,DPL001
Tax due diligence – Mazars – 2023,DPL003
Employee benefits expense – Apr 2023,DPL048
Input VAT – non-deductible – October 2025,DPL036
Licence amortisation – Snowflake platform – 2024,DPL002
Net interest INCOME – defined benefit pension asset – 2023,DPL058
Janitorial services – Sep 2025,DPL008
